id,object_a,object_b,sentence,most_frequent_label
P2579909657,Samsung,Nokia,"Then I had a Samsung, which was pretty decent, but not as good as the Nokia.",worse
J1544948242,Java,Python,"Java, also bytecode interpreted but static rather than dynamic [9] , is loads faster than Python.",better
D425381324,OpenGL,Direct3D,But why is OpenGL better than Direct3D?,better
J1428101866,Sony,Apple,I totally agree with your conclusion that Sony products are better off tham Apple products.,better
L1796183263,ipod,iphone,New ipod Touch faster than iphone 3G,better
G959052329,Honda,Ford,"Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.",worse
H1084046451,Microsoft,Amazon,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.",worse
M1996478330,PHP,Python,"PHP is optimized for web programming, so it might be faster than Python.",better
T3176067313,Microsoft,Google,Why Microsoft and Oracle Are Safer Long-Term Bets Than Google and SAP [ View article ],better
O2380371667,Java,Scala,"That's true, and it's definitely doable in any language, but it's a lot harder in Java than it is in OCaml, Haskell, Scala, etc.",worse
D443268022,dartmouth,harvard,"CAMBRIDGE, Mass - Behind solid pitching and four home runs, dartmouth swept harvard, 8-2 and 9-2, to claim back-to-back Ivy League North Division Championships on Monday afternoon.",better
M1988307938,Perl,PHP,"Perl is better for programming than PHP is, but CPAN let me stay away.",better
T3136959258,sandwich,steak,When that peanut butter sandwich she made you tastes better than a steak.,better
J1434114386,Mercedes-Benz,Audi,"It's a decent rival to the Mercedes-Benz CLA45 AMG, though the Mercedes still wins when it comes to power output; let's hope Audi hurries up and brings out a new RS 3.",better
Q2617345446,Apple,IBM,"The PowerPC CPU (Apple had a hand in it, but it was mainly Motorola and IBM) was always a much better design than Intel's x86.",worse
H1089127622,football,tennis,"If REAL football turns your stomach, better watch tennis... Oakland vs. Denver: An AFC West pillowfight.",worse
G954592173,tennis,baseball,Hitting a tennis ball with a racquet is much easier to control than hitting a baseball with a bat.,better
R2853927938,amazon,facebook,This means that earnings at LinkedIn and amazon are likely to grow vastly faster than earnings at facebook over the next few years.,better
F758832304,tennis,football,For some reason I see someone like a tennis player taking weightroom instruction better than a football or basketball player.,better
B287409807,Chevrolet,Toyota,"And until Chevrolet can make a better vehicle than Kia or Toyota, I will be driving an inferior vehcile because I buy American when I can.I for one abhor the idea of a global economy and a global government but with the forces pushing us in that direction, I am still looking for ways to fend it off.",worse
G921584994,hockey,baseball,He's probably better at hockey than we are at baseball.,better
F830226616,IBM,Dell,"Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",better
A66286471,MySQL,PostgreSQL,30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,worse
M1984871787,Windows 8,Windows 7,Performance: Performance wise Windows 8 seems to be faster and more efficient than Windows 7. ( via ),better
J1524498799,Lisp,Python,"I will admit to only one significant thing I like about Lisp better than Python, and that's easy programmatic manipulation of other code.",better
A156225064,football,hockey,"A football is easier for a cameraman to follow, while hockey is a guessing game.",better
J1493835291,Apple,Microsoft,I understand that Apple is a lot safer than Microsoft,better
J1473953529,itunes,amazon,itunes AAC(256) is better than amazon MP3 (256),better
N2262543090,Sony,Apple,"Sony, Grass Valley, Lightworks, even the inferior Apple.",better
R2892724872,coffee,juice,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",worse
Q2620059416,Samsung,Toshiba,The previously installed 1TB 5400rpm-only 8MB cache Samsung was somewhat faster speed wise by the numbers overall than the stock Toshiba/Apple 750 GB 5400rpm drive it replaced.,better
K1713860315,Microsoft,IBM,Microsoft (perhaps even worse than IBM) thinks that,worse
P2512395764,Sony,Dell,"The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.",worse
M1984777351,CUDA,OpenCL,Performance comparison studies revealed that CUDA works with an approximate factor of %10 better performances than OpenCL on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.,better
T3176736251,Python,PHP,Why Python would be faster than PHP on Windows but slower on Linux ?,better
E636449079,rubber,concrete,Eco-rubber absorbs impact so it is much safer than concrete or asphalt surfaces.,better
E666554091,Floating-point,Integer,Even for some CPU implementations these days you may find that Floating-point will implement certain algorithms faster than Integer.,better
F755377415,ps3,wii,"For my purposes, ps3 move is way better than Kinect(games dont match with my interests), and wii(Inferior technology).",better
L1858700103,carolina,pennsylvania,Obama did better in North carolina than Hillary had done in pennsylvania and Indiana was considered too close to call until well past midnight.,better
G979465547,Python,PHP,"However, Python looks nicer and in many ways is actually much simpler and for many tasks much easier than PHP.",better
N2120513236,Ruby,PHP,Ruby is much better than PHP,better
H1217441506,Google,IBM,I'm sure Google wants to move faster than the JCP would allow and probably has made changes and tailored Harmony to suit their needs in such a way that Oracle/IBM wouldn't like.,better
B293293610,Microsoft,Google,And yet Microsoft somehow comes off worse than Google for it...,worse
O2314054780,Ruby,PHP,Subject: Re: Is Ruby is better than PHP ...,better
O2295342822,michigan,carolina,"States with 10 percent unemployment or worse included Nevada, 14.2; Rhode Island, 11.3; michigan 10.7; South carolina, 10.5; Oregon, 10.4; Kentucky, 10.4; Georgia, 10.4; and Mississippi 10.1.",worse
F816323956,Ford,Toyota,GM & Ford have just as good if not better quality that Toyota.,better
F837665688,ps2,psp,GTA VC and GTA SA on ps2 is better than the psp GTA games.,better
A47034631,michigan,missouri,2012 michigan is much better than 2006 missouri.,better
M2059790755,Windows XP,Windows Vista,quote: I think we all agree (maybe except for a few) that Windows XP right now is still better than Windows Vista.,better
F850959316,Haskell,Python,"Haskell has a decent set of libs, not quite as bit as Python however.",better
L1804968540,Nike,Adidas,Nike didn't look to the designs of Adidas to make a better sneaker.,worse
S2987512525,cement,concrete,Using this cement saved at least nine days compared to a slower-setting concrete overlay.,better
T3184477389,Windows 8,Windows 7,Windows 8 offers considerably faster startup than Windows 7 and out-performs it on several benchmarks.,better
K1664460340,Honda,Ford,Maintenance wise Honda is way better than Ford.,better
S3101244807,PHP,Java,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",better
R2850506051,Java,Groovy,"This last fact alone makes it easier to code in Java, even though the code can never be as terse and and elegant as the equivalent Groovy code.",worse
N2124153523,stone,steel,"Ryan, it's called conductivity stone transfers heat at a slower rate than steel.",worse
P2496503148,football,basketball,the football team is decent but getting better! the basketball teams are awesome!the,worse
D433233727,Amazon,Apple,"By most accounts, dealing with Amazon is actually much worse for developers than dealing with Apple.",worse
F824293724,Google,Microsoft,"Google Chrome is just simple spyware, much worse than even Microsoft.",worse
N2206872420,ps2,gamecube,"Similarly, the ps2 fared better in the marketplace than the technically superior Xbox and gamecube (which was primarily hampered by storage space issues like the N64 before it).",better
B222903935,Toyota,BMW,"Although buying a Kentucky-built Toyota is better than buying a Stuttgart-built BMW, it's still a long way from supporting your own country.",better
L1918589785,Dell,Sony,"On the other hand I do believe Apple is far more responsive and supportive than Dell, and vastly better than Sony, Panasonic, etc. I'll try to give them a bit more credit than I have ...",better
B232349177,AMD,Samsung,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",worse
T3184007551,baseball,basketball,"Wilson was better at baseball than basketball, if not football.",better
B208109418,soda,milk,"A long time ago, doctors endorsed cigarettes, and soda was better than mother's milk.",better
P2504238528,knife,pistol,The Ginsu Home Surgical knife Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm pistol.,better
G1058863747,Sigma,Nikon,I don't think very many people are going to buy an Sigma SD-10 when the Canon 10D and Nikon D70 are so clearly superior.,worse
N2120491813,Ruby,PHP,"Ruby code simply looked better than, say, PHP.",better
J1545071804,Java,Python,Java on the other hand is much faster than Python and execution speeds are comparable with C++ programs.,better
T3184468268,Windows 8,Windows 7,"Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.",better
B215548901,Windows 7,Windows 8,Also it has Windows 7 which I find it nicer and easier than Windows 8.,better
L1919186869,Python,Java,On the other hand the expect productivity gain for a programmer is 5-10x faster in Python than Java.,better
L1852967075,Microsoft,Apple,"Now, unlike Microsoft, Apple isn't selling an inferior product.",worse
E720888341,PHP,Python,"First and foremost, it is written in PHP, which makes it easier to administrate and maintain than a Python-based application.",better
N2120488059,Ruby,Perl,"Ruby better than they currently know Perl"".",better
I1343398063,ps3,ps2,I saw ps3 games that looked worse than the ps2 Kingdom Hearts titles xD.,worse
T3176894342,potato,steak,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,worse
P2583885800,Intel,Sony,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",better
N2156805523,amazon,google,Sellers grow faster on amazon than eBay and google,better
K1666746349,Ethernet,USB,"Make sure you are using the Ethernet port rather than the USB one, it will be faster with 98 anyway and should just work with linux.",better
Q2606707362,pasta,pizza,The pasta is mediocre BUT the pizza is very good.,worse
C348160668,lacrosse,football,"As a player, Belichick was better at lacrosse than football.",better
N2203665540,Sony,Dell,"Side by side comparisons to other computers in the office put them all to shame ; Sony Support is more friendly than Dell Support, and easier to get straight to the issue with less...",better
Q2613409660,Toshiba,Samsung,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.",worse
I1335759347,Windows 8,Windows 7,"i really like Windows 8, but i have to admit that i like Windows 7 better",worse
G959035385,Ford,BMW,"Honda is solid at #6 and 6.1% share, Ford is back above Mercedes and BMW, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.",better
O2378497205,Java,PHP,"(That's Perl, Python, Ruby on Rails, dotNET ASP, and Java J2EE, respectively, for those keeping score at home-all of which benchmark faster than PHP.)",better
M2032209894,Lexus,Audi,"Pretty much if we took in a MBZ,BMW or Lexus it was solid gold ( sport car hands down a Porshe, Audi wasn't our first choice to have on the lot.",better
T3222479223,Bluetooth,USB,yeah.. the microSD card came with an SD adapter so I'll try that tonight... i'm wondering if Bluetooth for file transfers is any faster than via USB cable?,better
G1050220327,Ford,Nissan,"I do not understand in what way this Ford FOCUS is better than Nissan LEAF, GM CHEVY VOLT AND MITSBUSHI ELECTRIC?.",better
Q2617619934,Ruby,Perl,"The pragmatic nature of Ruby lent itself to writing better code, more modular code, and thus the ability to optimize a particular module muuuchh more than Perl.",better
R2883166615,Python,Bash,"This would probably be easier in Python, but Bash works fine after you get the quoting straightened out.",worse
G1033818363,california,oregon,"I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",worse
N2108856085,baseball,golf,"(Riley) thinks baseball is harder than golf,"" Shields said.",worse
F796578344,gamecube,ps2,gamecube doesnt have better realistic graphics than the ps2? RE:4 anyone?,worse
H1129398390,phone,laptop,I get e-mails on my phone faster than when I'm sitting at my laptop.,better
M2054169739,Python,Java,"Python at least is every bit as good at 'net' programming as Java, and faster to develop with.",better
B326153916,Apple,Sony,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",worse
S3008458039,volleyball,basketball,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",better
P2596879199,wedding,birthday,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",better
T3263276131,beer,champagne,"You need a place to cry into your beer, or better yet your champagne.",worse
A129658048,Ruby,Perl,"According to the shootout , Ruby is 4-5x slower than Perl on average.",worse
G1024603203,IBM,Intel,"IBM on Wednesday unveiled new POWER8 processor-based servers that the computing giant said ""are capable of analyzing data 50 times faster than the latest x86-based systems"" built on chips from companies like Intel and Advanced Micro Devices.",better
H1118106343,Python,Lisp,"If you mean GOFAI, I consider the Python sources of AIMA much easier to understand than the Lisp sources.",better
J1544946593,Java,Python,Java 8X Faster than Python,better
I1260304340,ps2,psp,"In fact, they look even worse than the ps2 visuals, since the psp doesn't have quite as much graphical firepower.",better
N2146921888,Java,Perl,"Secondly, I, personally, think that Java is easier to learn than Perl.",better
K1632507130,Java,Lisp,"Likewise, its no doubt easier to get a job programming Java or C, rather than Lisp or J.",better
B189551831,Kingston,Intel,alhluu said:   The Kingston V+ series is suppose to be faster because it supports SATA III while the 160gb Intel X25-M is SATA II.,better
M2063309821,Ruby,PHP,Rails and Ruby are currently slower than PHP in many situations.,worse
H1179800685,SQLite,MySQL,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",worse
K1730205971,pizza,sausage,Moral disputes are like disputes about whether anchovies on a pizza are better than sausage.,better
N2107841985,tennis,baseball,"Right now, I think tennis is easier than baseball.""",better
J1500520082,PostgreSQL,MySQL,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,better
B326351002,Apple,Microsoft,"Apple is just as bad as Microsoft, if not worse.",worse
B232328266,Apple,Intel,"AMD and Apple are leading the way, and Intel better get in line soon.",better
F844534195,holiday,birthday,"Halloween is the best holiday in my opinion, even slightly better than my birthday or Christmas !",better
M2034991248,princeton,harvard,princeton has almost invariably played her best game against harvard--usually better than when opposing Yale.,better
T3184481762,Windows 8,Windows 7,Windows 8 slower out of the traps than predecessor Windows 7 - StatCounter,worse
I1291172821,Ford,Chevrolet,"Instead of debating whether a Ford is better than Chevrolet, however, they'd debate whether a Mercedes is better than a BMW.",better
T3152121262,Python,Java,(Whether that makes Ruby and Python better than Java is subjective.),better
T3184740397,Windows XP,Windows 98,"Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",better
J1537867588,Perl,Ruby,"I would wild-guess that : Perl is slightly slower than Ruby, due to its complex syntaxes?",worse
L1789037833,Sigma,Nikon,"Need to buy the Sigma dock to unlock fastest autofocus, and even then, it feels slightly slower than my Nikon 70-200 VRII.",worse
D390021810,Amazon,Sony,"But I don't think that has anything to do with the subject at hand, really, unless we're going to start gathering grudges against Amazon because they're good at their business and better at marketing than Sony.",better
D436444545,Sony,Microsoft,By the time Sony does get a foothold Microsoft will release something better.,worse
E614184218,Chrysler,Toyota,"Drivetrain Due to its much higher torque, the engine of the Chrysler 200 does a much better job of transmitting power to the wheels than the Toyota Corolla.",better
F821066095,Google,Sony,Good better than Google Sony Xperia Z2 phone with Android 4.4.4,worse
H1134854891,wood,plastic,I guess wood is harder than plastic.,better
Q2711799276,truck,bus,"The shuttle is a decent space truck, but we need a cheaper (and safer) space ""bus.""",worse
I1325750333,Bluetooth,USB,I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,better
F823169552,NetBeans,Eclipse,"Goodnight NetBeans, Hello Eclipse",worse
B216157759,Dell,Intel,"Also, keep in tmind that two years ago, Dell,HP,Gateway etc, never used AMD chips as Intel produced the better chip.",worse
K1597683892,lacrosse,football,"lacrosse was harder than Soccer by far, and still didn't come close to football.",worse
B215589547,Nikon,Leica,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,worse
N2137846870,Scala,Java,Scala makes it easier for complex builder implementation's designers than Java,better
J1484607005,sandwich,soup,It was quite good with a sandwich and better than most canned soup.,better
Q2653881562,Oracle,PostgreSQL,There is also no sane reason to use mySQL (or Oracle) when PostgreSQL is better than both in almost every respect.,worse
H1154002637,baseball,golf,I have played both and I have found that baseball is much harder than golf.,worse
J1573223782,Google,Microsoft,"Just playing devil's advocate here, but Google updates things far faster than Microsoft and Nokia.",better
M2034558740,OpenCL,CUDA,"PRIME1 wrote: OpenCL will most likely be slower than CUDA, Brook+ or Larbabee C++ because of its general nature.",worse
M1933632689,ipod,laptop,Or maybe even the ipod dock for the Sony DMP... might work better than trying to stream from your laptop.,better
I1367383122,Windows XP,Windows Vista,It came with Windows XP which according to me is better than Windows Vista.,better
L1805170869,Nikon,Leica,Nikon 1 gives me better OOC color than my $7000 Leica M 240 .,better
L1899809032,Windows Vista,Windows XP,One of the major complaints about Windows Vista was the fact that it was consistently slower than Windows XP .,worse
T3226621523,Java,PHP,"Yes, Java is slow-slower than PHP (gasp).",worse
M2079195937,Java,Scala,"Recruiting for Java is easier than say, recruiting for Scala or Clojure or F#.",better
M2054183869,Python,Ruby,"Python, in my informal tests, is a bit faster than Ruby -- anywhere from 10% to 40%.",better
T3158179522,Chevrolet,Toyota,"While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",better
E724577992,concrete,metal,"First, the concrete model's durability is superior to that of general metal models.",better
K1713879383,Microsoft,Amazon,"Microsoft Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of Amazon, Barnes & Noble, and others.",better
L1912459997,Dell,Hewlett-Packard,"On March 30, Dell released eight new black-and-white printers as the PC maker looks to better compete against Hewlett-Packard, which continues to dominate the printing and imaging market.",better
E704066507,Ferrari,Renault,Ferrari was faster over a race distance than Renault.,better
F824568415,Google,Microsoft,"Google is worse than most other greedy giants like Microsoft, Apple, etc.",worse
L1802024893,Apple,Microsoft,N.F.B. has better luck with Apple than Microsoft.,better
O2380385982,Perl,Python,"That's true for Perl too I guess, but I like Python better order of magnitudes myself",worse
N2262581783,Sony,Microsoft,Sony is better at gaming things than Microsoft.,better
F824255834,Google,Apple,Google better at FOSS than Apple?,better
L1877415416,baseball,golf,"Oh yea, forgot, baseball is just as or worse than golf.",worse
M2060370750,BMW,Toyota,"Quoting KiwiRob ( Reply 14 ): in europe you get far better resale on a diesel, you will also get better resale on the Mini or BMW than the Golf or Toyota",better
C347077978,Ford,BMW,"As an aside, who in their right mind would buy an inferior GM or Ford car when a very well engineered European car, like that from Mercedes Benz and BMW can be purchased for a much lower price than now when the euro falls.",worse
O2332684839,PHP,Perl,Systems like PHP and (here comes the -1 Flamebait mod) ASP are faster and more efficient than Perl CGI.,better
R2815971032,itunes,google,"This change has already started effecting users, many users of services such as itunes had complained of much slower download speeds when using google or Open DNS.",better
B250354288,Microsoft,Apple,"and dont even start with the ""Microsoft greed monopoly"" thing, Apple is 10X worse""",better
B225729310,carolina,georgia,"Although, people have told me me South carolina is worse than georgia.",worse
R2923148194,baseball,golf,To me baseball is better than golf.,better
M2074377036,Ford,Chevrolet,Reasons Ford is better than Chevrolet,better
R2862116213,USB,Ethernet,This printer has always been slow but it's even slower now that I'm using a USB connection instead of Ethernet.,worse
J1576301241,Python,Java,"Jython/Python brings extra advantages to the Java development with its elegant code, faster to develop, easier to explain and understand after writing the code.",better
P2548635470,Scala,Java,"The loop approach written in Scala is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than Java.",worse
N2262718500,Sony,Apple,Sony was as cool or even cooler in the 80's than Apple is today.,better
B271990214,ps2,gamecube,and ps2 has better graphics than gamecube?,better
T3260252605,plastic,cardboard,You may find using a plastic applicator easier than a cardboard one.,better
G985446261,fox,espn,"However when it comes to visual presentation of the game, hands down fox is far worse than espn.",worse
T3200982355,rubber,concrete,"With the hard rubber this shoe has, it is somewhat better for on dirt rather than concrete.",better
I1389604590,MySQL,PostgreSQL,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.",worse
T3177985290,IBM,Microsoft,Why would IBM and Cisco be better positioned than Microsoft in the cloud?,better
R2878826861,PHP,Ruby,"This way, any PHP developer types faster than any Ruby one.",better
R2777962701,tennis,baseball,They cut off tennis coverage to show us Women's college basketball or even worse little league baseball...,better
C348126271,phone,ipod,"As a phone, it was decent if unexciting, but as a music player, it fell far short of the ipod.",worse
C346342286,PHP,Java,"As a matter of fact, for web-programming these days PHP, Ruby are a better alternative than Java.",better
R2842758063,Dell,Apple,This is one where a company like Dell can dominate a company like Apple that makes a better product.,better
E594402076,Java,Python,Does this have anything to do with Java programs being slighly faster than Python?,better
K1712964495,michigan,carolina,"michigan is better, Chicago, Ohio, California, the non-Connecticut New England states, Canada - all much better than North carolina.",better
C354897231,Amazon,Microsoft,"As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",better
T3226352107,Java,Scala,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",worse
N2125709781,Intel,IBM,"Sadly, at that time AMD wasn't 100% compatible to Intel; but still way better than that IBM/Cyrix shit.",better
A147729162,Adidas,Nike,"Adidas kits may look nice, but are made of even worse material than Nike.",worse
J1494707917,Direct3D,OpenGL,"I use Autodesk 3D Studio Max and Direct3D is far better in viewport performance than OpenGL, of course, I use Nitrous over both.",better
M1988309240,Perl,Java,Perl isn't inherently a better language than Java.,worse
J1554986431,Direct3D,OpenGL,"John Carmack, the co-founder of id Software who pretty much helped invent the first-person shooter genre, not to mention an all-around fantastic gentleman (we hung on his every word during last year's QuakeCon ), has said that he now believes Direct3D is a superior API to OpenGL .",better
B208952274,baseball,tennis,Alot easier on the feet and comfortable for indoor baseball practices than your typical tennis shoe.,better
O2283515447,Google,Apple,"Specifically, Gibson suggests, Google is getting better at gadget design faster than Apple is getting better at Internet services.",better
N2264449746,PHP,Java,"So, PHP scales better than Java, ASP.NET and mod_perl?",better
L1809894960,Ford,Honda,"No buyers remorse, up until 5 years ago, been a long time Ford guy... just seem to have better luck with, dare I say it, toyota and Honda.",worse
F804938976,georgia,carolina,georgia is a better team right now than South carolina.,better
C350099621,Floating-point,Integer,"As a rule of thumb, Floating-point is about 2x slower than Integer on Android-powered devices.",worse
T3184472038,Windows 8,Windows 7,"Windows 8 is faster than Windows 7, on any PC.",better
M2087168471,Lexus,Cadillac,"Reliability for domestic autos is much better for long term reliability than you think, In JD Powers survey for long term reliability, cars on the road for four years, domestic nameplates held 3 of the top 5 spots, Buick was in 2nd place Lexus placed 1st, Cadillac and Lincoln also placed in the top 5.",better
D415184267,ps3,wii,"But the ps3 was faster than the Xbox 360, which was faster than the wii.",better
T3184481742,Windows 8,Windows 7,"Windows 8, slightly better than Windows 7",better
L1828303693,Scala,Java,Note that in the Google benchmark Scala was faster than Java but - here is the key - both implmentations were optimized by respective experts.,better
A161775274,Bluetooth,USB,"After browsing the article, I didn't see anything mentioning connecting Bluetooth being better than USB.",better
H1113769613,Ford,Nissan,"If you go with the Ford Transit Connect, you'll have a much easier time finding a large enough space to park than you will with the Nissan NV Cargo NV3500 HD.",better
O2288673489,SQLite,MySQL,SQLite 2.7.6 is often faster (sometimes more than twice as fast) than MySQL 3.23.41,better
J1456030841,Python,Perl,It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,worse
T3176858606,hockey,basketball,Why should cricketers and hockey players not be able to earn a decent living like footballers or basketball players do?,worse
I1408577369,JavaScript,Ruby,"It is JavaScript-based, which is safer than ActiveX and the Ruby component is negligible.",better
N2262612824,Sony,Apple,Sony MP3 Player 8Gb Excellent little player - much better sound quality than Apple stuff.,better
F816446267,BMW,Toyota,"GM's point: Apply enough hybrid technology you developed (in a joint project with DaimlerChrysler and BMW) and you can develop a nearly three-ton SUV that gets better city mileage than a gasoline-engine Toyota Camry, a figure we verified in our recent review.",better
E591869036,tennis,basketball,(?) Does Ani prefer cat to dog? M. Like Better 1) (+) He likes table tennis better than basketball.,better
S2992214523,Audi,Mercedes-Benz,"Utility The Audi S8 offers greater seating capacity than the Mercedes-Benz CLS-Class, making it a better choice for those who find themselves chauffeuring others around.",better
D427882571,BMW,Toyota,Buying a BMW of course it is better than Toyota.,better
S3049946984,Nokia,Samsung,We haveanalysed that Nokia is better than Samsung .,better
H1113768880,BMW,Toyota,"If you go with the BMW 328d, you'll have a much easier time finding a large enough space to park than you will with the Toyota Avalon Hybrid.",better
L1880797495,Python,Lisp,O.k. there is that part about Python being nicer than Lisp.,better
K1636185641,OpenCL,CUDA,Lisa Su and David Cummings mentioned the OpenCL way that is the path of choice for FirePro cards and how the open compute platform provides better flexibility than CUDA and Quadro/Tesla counterparts.,better
F798770623,oregon,california,Gas prices are better in oregon than in california,better
O2325372391,laptop,iphone,"Sure enough, my daughter moved quickly from my hand-me-down laptop to her own (faster, newer) MacBook and iphone.",worse
F736513008,Windows XP,Windows 98,"For a laptop to be called so, It has to use Windows XP tablet PC edition, which (regardless of your feelings towards MS) works much better than Windows 98.",better
I1258968300,Windows 8,Windows 7,"In fact, Microsoft says Windows 8 upgrades are faster than Windows 7 updates in 2009.",better
H1087987133,restaurant,cafe,I found the Marco Polo restaurant to have better food than the Terrace cafe.,better
F830173381,itunes,amazon,"granted, itunes is vastly inferior to the amazon store, as pointed out above already.",worse
C380749887,USB,Bluetooth,"As the recommendation, you better use Wi-Fi and USB, not Bluetooth.",better
A97874320,nixon,reagan,"6. nixon definitely belongs on this list, however, I would say he was better than Bush, reagan, and possibly Eisenhower.",better
R2840032139,Python,Bash,This is much easier and cleaner to achieve in Python than in Bash.,better
F737655281,Apple,Amazon,"For another, while the current Apple TV is noticeably slower than the Amazon Fire TV, that shouldn't be the case for much longer.",worse
S3011464323,Windows Vista,Windows XP,"Wait state is minimal, and Windows Vista runs beautifully, although a bit different (and better) than Windows XP SP-2.",better
K1738171240,Bluetooth,USB,"Most chargers for Bluetooth headsets (which, from my limited experience, are wall chargers only) charge slower than a USB cable.",worse
T3130581171,Audi,Lexus,"When it comes to resale values, we expect the 2012 Buick Verano to offer long-term residual numbers similar to the Audi A3 but worse than the Lexus IS and Acura TSX.",better
N2204398549,Sigma,Nikon,Sigma does this better than Nikon: it is correctly marked AF and M.,better
G998558146,Ruby,JavaScript,"I actually use my own custom-rolled flavor of Haml that is less Ruby-like, and I think it maps a bit better to the stylesheet and JavaScript.",better
A138611811,Nikon,Sigma,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",worse
M1996477634,PHP,Perl,PHP is much easier than Perl to get started in.,better
F824845343,google,facebook,"google+ starts out far faster than facebook, Twitter",better
I1406247445,Python,Java,"It is faster and easier then Python, far easier than C++ or C#/Java, etc... Is commonly used as a embedded scripting language, and has a few wonderful libraries to get started with.",better
G989925155,bread,pizza,How the hell is bread easier to make than pizza??!!,better
N2128480964,Chevrolet,Ford,"Sales were slipping, and Chevrolet, whose cars were more expensive but also far more modern and better equipped, began to outsell Ford.",better
E669926307,gamecube,wii,even Super gamecube would have been better than wii.,better
D550007765,football,basketball,Darryl Charles: football players are worse than basketball players:,worse
T3177214347,tennis,golf,? Why tennis is better than golf.,better
J1501029538,MySQL,PostgreSQL,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,better
M2088400983,Integer,Floating-point,"Remember, Integer arithmetic is much faster than Floating-point arithmetic, as it can usually be done directly by the processor, rather than relying on external FPUs or floating point math libraries.",better
D425903569,Chevrolet,Toyota,"But with the 3.73 rear axle as tested, the Chevrolet Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the Toyota Tundra and 1.1-seconds slower than the Dodge Ram.",worse
S2980659627,Windows XP,Windows 8,ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,worse
T3224932895,Scala,Java,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.",better
K1667848424,Chrysler,Toyota,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",worse
N2262562284,Sony,Apple,Sony has once again produced a gadget which cranks out tunes better than any Apple PMP.,better
F751631521,Python,Haskell,"For me at least this is easier to do in Python than in Haskell, but this is most likely to be a property of my familiarity with the langauge, than any inherent property of either language.",better
M2074390107,Leica,Nikon,Reasons for the switch include the awesomeness of the Leica R lenses (I'm assuming they are better than Nikon lenses given their price?),better
