id,object_a,object_b,aspect,sentence,most_frequent_label
423-55,the Nikon D200,the camera,body,"The grip is deep and the body of the camera feels robust but again , not quite as robust as the Nikon D200 .",better
423-6,both manufacturers,both manufacturers,cameras,I think the is mostly pointless because both manufacturers produce great cameras and lenses that allow me to get the images I need and that 's always the bottom line for me .,same
423-6,both manufacturers,both manufacturers,cameras,I think the is mostly pointless because both manufacturers produce great cameras and lenses that allow me to get the images I need and that 's always the bottom line for me .,same
423-6,both manufacturers,both manufacturers,lenses,I think the is mostly pointless because both manufacturers produce great cameras and lenses that allow me to get the images I need and that 's always the bottom line for me .,same
423-6,both manufacturers,both manufacturers,lenses,I think the is mostly pointless because both manufacturers produce great cameras and lenses that allow me to get the images I need and that 's always the bottom line for me .,same
423-64,the buttons,those found on the D200,nan,"In the field , the buttons and dials all worked fine , but not as well as those found on the D200 .",worse
423-64,those found on the D200,the buttons,nan,"In the field , the buttons and dials all worked fine , but not as well as those found on the D200 .",better
423-64,dials,those found on the D200,nan,"In the field , the buttons and dials all worked fine , but not as well as those found on the D200 .",worse
423-64,those found on the D200,dials,nan,"In the field , the buttons and dials all worked fine , but not as well as those found on the D200 .",better
423-65,nan,the Canon 20D,nan,"There is no significant improvement here over the Canon 20D , which is disappointing for a camera costing this much .",same
423-65,the Canon 20D,nan,nan,"There is no significant improvement here over the Canon 20D , which is disappointing for a camera costing this much .",same
423-66,the controls of the 20D,the 5D,built,My first impression is that the controls of the 20D feel even slightly better built than the 5D .,better
423-66,the 5D,the controls of the 20D,built,My first impression is that the controls of the 20D feel even slightly better built than the 5D .,worse
423-98,the 5Ds,the EOS 1D,save money,She said her manager had bought the 5Ds to save money over the EOS 1D 's .,better
423-98,the EOS 1D,the 5Ds,save money,She said her manager had bought the 5Ds to save money over the EOS 1D 's .,worse
424-113,That,I 've ever lay eyes to,card,That is the fastest card I 've ever lay eyes to for a Compact Flash .,better
424-113,I 've ever lay eyes to,That,card,That is the fastest card I 've ever lay eyes to for a Compact Flash .,worse
424-114,Secure Digital cards,nan,nan,"There is , of course faster Secure Digital cards , but that ca n't be used with the Canon 5D .",better
424-114,nan,Secure Digital cards,nan,"There is , of course faster Secure Digital cards , but that ca n't be used with the Canon 5D .",worse
424-121,it,the Rebel XT,LCD Monitor,"Speaking of the LCD Monitor , it is substantially larger than the Rebel XT 's which has a measly 1.8 inch screen that really did not conveyed quality .",better
424-121,the Rebel XT,it,LCD Monitor,"Speaking of the LCD Monitor , it is substantially larger than the Rebel XT 's which has a measly 1.8 inch screen that really did not conveyed quality .",worse
424-122,the 5D,the 20D,screen,"This 2.5 inch screen on the 5D really has given this camera a very effective advantage over the 20D , which also sports the 1.8 inch screen .",better
424-122,the 20D,the 5D,screen,"This 2.5 inch screen on the 5D really has given this camera a very effective advantage over the 20D , which also sports the 1.8 inch screen .",worse
424-125,the screen,my Rebel XT,wide view angles,"On top of that , the screen allow for a wide view angles , unlike my Rebel XT which , when turned more than 90 degree , the image fades to monochrome .",better
424-125,my Rebel XT,the screen,wide view angles,"On top of that , the screen allow for a wide view angles , unlike my Rebel XT which , when turned more than 90 degree , the image fades to monochrome .",worse
424-152,This camera,nan,custom white balance,This camera allows better custom white balance and it has the Kelvin stepping that professionals used from a setting of 2800-100000 at a stepping of 100K .,better
424-152,nan,This camera,custom white balance,This camera allows better custom white balance and it has the Kelvin stepping that professionals used from a setting of 2800-100000 at a stepping of 100K .,worse
424-153,my pictures,the Rebel XT,quality,"There is a definite learning curve to this , but my pictures are not nearly as yellowish and the quality is far superior than what I encountered with the Rebel XT in terms of white balance for tungsten lighting .",better
424-153,the Rebel XT,my pictures,quality,"There is a definite learning curve to this , but my pictures are not nearly as yellowish and the quality is far superior than what I encountered with the Rebel XT in terms of white balance for tungsten lighting .",worse
424-153,my pictures,the Rebel XT,nan,"There is a definite learning curve to this , but my pictures are not nearly as yellowish and the quality is far superior than what I encountered with the Rebel XT in terms of white balance for tungsten lighting .",better
424-153,the Rebel XT,my pictures,nan,"There is a definite learning curve to this , but my pictures are not nearly as yellowish and the quality is far superior than what I encountered with the Rebel XT in terms of white balance for tungsten lighting .",worse
424-16,it,the Rebel XT,settings,"I looked at the Canon 20D , but it was not that much of an upgrade from the Rebel XT because it had pretty much the exact same settings as the Rebel XT .",same
424-16,the Rebel XT,it,settings,"I looked at the Canon 20D , but it was not that much of an upgrade from the Rebel XT because it had pretty much the exact same settings as the Rebel XT .",same
424-16,it,Rebel XT,nan,"I looked at the Canon 20D , but it was not that much of an upgrade from the Rebel XT because it had pretty much the exact same settings as the Rebel XT .",same
424-16,Rebel XT,it,nan,"I looked at the Canon 20D , but it was not that much of an upgrade from the Rebel XT because it had pretty much the exact same settings as the Rebel XT .",same
424-28,All three of these cameras,All three of these cameras,sensor,All three of these cameras have a 15x22 sensor .,same
424-28,All three of these cameras,All three of these cameras,sensor,All three of these cameras have a 15x22 sensor .,same
424-30,a bigger frame,the APS-size format,nan,"Canon will eventually be unable to cram anymore megapixels into the 15x22 frame and thus , it would eventually need to move up to a bigger frame than the APS-size format ( 15x22 ) .",better
424-30,the APS-size format,a bigger frame,nan,"Canon will eventually be unable to cram anymore megapixels into the 15x22 frame and thus , it would eventually need to move up to a bigger frame than the APS-size format ( 15x22 ) .",worse
424-34,This full-sized framed sensor,the Rebel XT,megapixel density,"This full-sized framed sensor contains the exact same megapixel density as the one in the Rebel XT and the 20D , except expanded to a full frame .",same
424-34,the Rebel XT,This full-sized framed sensor,megapixel density,"This full-sized framed sensor contains the exact same megapixel density as the one in the Rebel XT and the 20D , except expanded to a full frame .",same
424-34,This full-sized framed sensor,the 20D,megapixel density,"This full-sized framed sensor contains the exact same megapixel density as the one in the Rebel XT and the 20D , except expanded to a full frame .",same
424-34,the 20D,This full-sized framed sensor,megapixel density,"This full-sized framed sensor contains the exact same megapixel density as the one in the Rebel XT and the 20D , except expanded to a full frame .",same
424-37,This,a 35mm negative,size,This is virtually the same size as a 35mm negative .,same
424-37,a 35mm negative,This,size,This is virtually the same size as a 35mm negative .,same
424-38,lenses,a 35mm,field of view,This means that lenses used on this camera will produce the exact same field of view as a 35mm .,same
424-38,a 35mm,lenses,field of view,This means that lenses used on this camera will produce the exact same field of view as a 35mm .,same
424-39,The Canon Rebel XT,this camera,size,The Canon Rebel XT 's sensor is about 62.5 persent the size of this camera 's sensor .,worse
424-39,this camera,The Canon Rebel XT,size,The Canon Rebel XT 's sensor is about 62.5 persent the size of this camera 's sensor .,better
424-61,The Canon 10-22mm F3.5-4 .5 USM lens,my Rebel XT,cost,"The Canon 10-22mm F3.5-4 .5 USM lens is going for a cool $ 800 , which was about the cost of my Rebel XT when I bought it .",same
424-61,my Rebel XT,The Canon 10-22mm F3.5-4 .5 USM lens,cost,"The Canon 10-22mm F3.5-4 .5 USM lens is going for a cool $ 800 , which was about the cost of my Rebel XT when I bought it .",same
424-62,The Canon 17-40mm f4 .0 L,nan,cost,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,same
424-62,nan,The Canon 17-40mm f4 .0 L,cost,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,same
424-62,The Canon 17-40mm f4 .0 L,nan,range,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,better
424-62,nan,The Canon 17-40mm f4 .0 L,range,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,worse
424-62,The Canon 17-40mm f4 .0 L,nan,price,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,same
424-62,nan,The Canon 17-40mm f4 .0 L,price,The Canon 17-40mm f4 .0 L still cost me about same but I also get a better range and the legendary `` L '' quality for the same price .,same
424-70,it,the Canon Rebel XT,plasticy feel,"IMPRESSIONS This camera is all magnesium built , so there is really no plasticy feel on it like the Canon Rebel XT that I own .",better
424-70,the Canon Rebel XT,it,plasticy feel,"IMPRESSIONS This camera is all magnesium built , so there is really no plasticy feel on it like the Canon Rebel XT that I own .",worse
424-72,it,the 1Ds Mark II,environments,"Unfortunately , Canon did not weather-seal this camera , so I could not use it in the same environments as the 1Ds Mark II , which is a very rugged camera .",worse
424-72,the 1Ds Mark II,it,environments,"Unfortunately , Canon did not weather-seal this camera , so I could not use it in the same environments as the 1Ds Mark II , which is a very rugged camera .",better
424-80,this camera,the Rebel XT,the viewfinder,"As I mentioned before , the viewfinder on this camera is gigantic when compareed to the Rebel XT .",better
424-80,the Rebel XT,this camera,the viewfinder,"As I mentioned before , the viewfinder on this camera is gigantic when compareed to the Rebel XT .",worse
424-82,it,the original Digital Rebel,nan,"On top of that , because of the APS size of the sensor , the viewfinder really is n't that bright ( although it was supposely brighter than the original Digital Rebel ) .",better
424-82,the original Digital Rebel,it,nan,"On top of that , because of the APS size of the sensor , the viewfinder really is n't that bright ( although it was supposely brighter than the original Digital Rebel ) .",worse
424-85,The EOS 5D,the 20D,battery,"The EOS 5D uses the same battery as the 20D , which means I had to get a whole set of new backup batteries and a new battery grip for this camera .",same
424-85,the 20D,The EOS 5D,battery,"The EOS 5D uses the same battery as the 20D , which means I had to get a whole set of new backup batteries and a new battery grip for this camera .",same
424-88,this camera,the 20D,nan,"Speaking of heft , this camera is definitely bigger than the 20D .",better
424-88,the 20D,this camera,nan,"Speaking of heft , this camera is definitely bigger than the 20D .",worse
424-89,camera,nan,nan,"It might not look like it is that much bigger , but the grip will immediately inform you that you are holding a heftier camera .",better
424-89,nan,camera,nan,"It might not look like it is that much bigger , but the grip will immediately inform you that you are holding a heftier camera .",worse
424-89,it,nan,nan,"It might not look like it is that much bigger , but the grip will immediately inform you that you are holding a heftier camera .",better
424-89,nan,it,nan,"It might not look like it is that much bigger , but the grip will immediately inform you that you are holding a heftier camera .",worse
425-10,It,them,nan,It does n't come up to par with them in several ways .,worse
425-10,them,It,nan,It does n't come up to par with them in several ways .,better
425-105,the APS-C sensor 8.3 MP EOS 20D,the full frame 12.8 MP EOS 5D,image quality,The first thing I noticed moving form the APS-C sensor 8.3 MP EOS 20D to the full frame 12.8 MP EOS 5D is that the image quality instantly becomes better .,worse
425-105,the full frame 12.8 MP EOS 5D,the APS-C sensor 8.3 MP EOS 20D,image quality,The first thing I noticed moving form the APS-C sensor 8.3 MP EOS 20D to the full frame 12.8 MP EOS 5D is that the image quality instantly becomes better .,better
425-11,it,the higher end cameras,image quality,The way in which it does match the higher end cameras though is in potential image quality .,same
425-11,the higher end cameras,it,image quality,The way in which it does match the higher end cameras though is in potential image quality .,same
425-12,The 5D,the EOS 20D,chassis,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,same
425-12,the EOS 20D,The 5D,chassis,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,same
425-12,it,the EOS 20D,feels,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,better
425-12,the EOS 20D,it,feels,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,worse
425-12,it,the EOS 20D,nan,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,better
425-12,the EOS 20D,it,nan,BUILD The 5D chassis is based on a magnesium alloy and stainless steel and is similar to the EOS 20D although it is a lot heavier and feels more solid in my hand .,worse
425-120,the 5D,the 20D,camera,IS the 5D twice the camera that the 20D is ?,better
425-120,the 20D,the 5D,camera,IS the 5D twice the camera that the 20D is ?,worse
425-122,it,nan,image quality,However it is better in so many ways such as image quality and handling that I have to say I think it is only marginally overpriced .,better
425-122,nan,it,image quality,However it is better in so many ways such as image quality and handling that I have to say I think it is only marginally overpriced .,worse
425-122,it,nan,handling,However it is better in so many ways such as image quality and handling that I have to say I think it is only marginally overpriced .,better
425-122,nan,it,handling,However it is better in so many ways such as image quality and handling that I have to say I think it is only marginally overpriced .,worse
425-124,it,the price of the 1D series,nan,"You can argue that it is close enough to the price of the 1D series that it should be better for the money , but I think that 's only partially true .",same
425-124,the price of the 1D series,it,nan,"You can argue that it is close enough to the price of the 1D series that it should be better for the money , but I think that 's only partially true .",same
425-124,it,nan,nan,"You can argue that it is close enough to the price of the 1D series that it should be better for the money , but I think that 's only partially true .",better
425-124,nan,it,nan,"You can argue that it is close enough to the price of the 1D series that it should be better for the money , but I think that 's only partially true .",worse
425-126,a full-on pro camera,its mentors,price,"If it were much better in any direction - build quality , image size , burst rate etc , you 'd have a full-on pro camera and that would n't be released at less than half the price of its mentors .",same
425-126,its mentors,a full-on pro camera,price,"If it were much better in any direction - build quality , image size , burst rate etc , you 'd have a full-on pro camera and that would n't be released at less than half the price of its mentors .",same
425-129,it,cameras in its class,nan,"It is expensive , but it is also one of the best cameras in its class and really it has forged a new class .",better
425-129,cameras in its class,it,nan,"It is expensive , but it is also one of the best cameras in its class and really it has forged a new class .",worse
425-13,build,cameras of a higher price,quality,The build is high quality but not as rugged as cameras of a higher price which can survive greater shocks without failing .,worse
425-13,cameras of a higher price,build,quality,The build is high quality but not as rugged as cameras of a higher price which can survive greater shocks without failing .,better
425-14,It,the pro range,environment-resistant seals,It does n't feature the same high quality environment-resistant seals as the pro range either .,worse
425-14,the pro range,It,environment-resistant seals,It does n't feature the same high quality environment-resistant seals as the pro range either .,better
425-15,it,nan,nan,That means that technically it is n't as dust and weather resistant .,worse
425-15,nan,it,nan,That means that technically it is n't as dust and weather resistant .,better
425-19,the 5D,nan,performed,I suspect in similar circumstances the 5D would have performed equally well .,same
425-19,nan,the 5D,performed,I suspect in similar circumstances the 5D would have performed equally well .,same
425-26,The viewfinder,smaller formats,impression,"The viewfinder is a really nice size , a 2.5 '' extravaganza which clearly shows the image and colors and allows a better impression of what you are reviewing than smaller formats allow .",better
425-26,smaller formats,The viewfinder,impression,"The viewfinder is a really nice size , a 2.5 '' extravaganza which clearly shows the image and colors and allows a better impression of what you are reviewing than smaller formats allow .",worse
425-27,the 5D,the 20D,color LCD display,"However , the 5D ( like the 20D ) has a very bright color LCD display ( by default ) which can give the user a false impression of how well the image is exposed .",same
425-27,the 20D,the 5D,color LCD display,"However , the 5D ( like the 20D ) has a very bright color LCD display ( by default ) which can give the user a false impression of how well the image is exposed .",same
425-40,the LCD,my monitor,brightness,"For me , turning the LCD brightness down a bit and adding guerrilla protection actually makes the brightness and contrast more similar to my monitor which , int turn , is calibrated to my printer .",same
425-40,my monitor,the LCD,brightness,"For me , turning the LCD brightness down a bit and adding guerrilla protection actually makes the brightness and contrast more similar to my monitor which , int turn , is calibrated to my printer .",same
425-40,the LCD,my monitor,contrast,"For me , turning the LCD brightness down a bit and adding guerrilla protection actually makes the brightness and contrast more similar to my monitor which , int turn , is calibrated to my printer .",same
425-40,my monitor,the LCD,contrast,"For me , turning the LCD brightness down a bit and adding guerrilla protection actually makes the brightness and contrast more similar to my monitor which , int turn , is calibrated to my printer .",same
425-84,High ISOs,nan,nan,"High ISOs are faster , but image quality declines .",better
425-84,nan,High ISOs,nan,"High ISOs are faster , but image quality declines .",worse
426-16,The LCD display,the 400D,LCD display,"The LCD display is 2.5 '' wide , same as that on the 400D and 30D , making image review easy .",same
426-16,the 400D,The LCD display,LCD display,"The LCD display is 2.5 '' wide , same as that on the 400D and 30D , making image review easy .",same
426-16,The LCD display,30D,LCD display,"The LCD display is 2.5 '' wide , same as that on the 400D and 30D , making image review easy .",same
426-16,30D,The LCD display,LCD display,"The LCD display is 2.5 '' wide , same as that on the 400D and 30D , making image review easy .",same
426-18,the 5D,350D,nan,"My hands are smaller than most , so using the 5D is a change for me over the more comfortable 350D .",worse
426-18,350D,the 5D,nan,"My hands are smaller than most , so using the 5D is a change for me over the more comfortable 350D .",better
426-26,the 30D,nan,burst mode,"This is also a hard sell against the 30D which is cheaper , yet has a faster burst mode ( 5 frames per second ) .",better
426-26,nan,the 30D,burst mode,"This is also a hard sell against the 30D which is cheaper , yet has a faster burst mode ( 5 frames per second ) .",worse
426-26,the 30D,nan,nan,"This is also a hard sell against the 30D which is cheaper , yet has a faster burst mode ( 5 frames per second ) .",better
426-26,nan,the 30D,nan,"This is also a hard sell against the 30D which is cheaper , yet has a faster burst mode ( 5 frames per second ) .",worse
426-3,the 30D,alternative,nan,"Else , the 30D is a great , cheaper alternative .",better
426-3,alternative,the 30D,nan,"Else , the 30D is a great , cheaper alternative .",worse
426-31,The wireless remote for the 5D,that of the 350D,nan,For self-photographers - A note on the wireless remote The wireless remote for the 5D is significantly more expensive and less portable than that of the 350D .,worse
426-31,that of the 350D,The wireless remote for the 5D,nan,For self-photographers - A note on the wireless remote The wireless remote for the 5D is significantly more expensive and less portable than that of the 350D .,better
426-31,The wireless remote for the 5D,that of the 350D,nan,For self-photographers - A note on the wireless remote The wireless remote for the 5D is significantly more expensive and less portable than that of the 350D .,worse
426-31,that of the 350D,The wireless remote for the 5D,nan,For self-photographers - A note on the wireless remote The wireless remote for the 5D is significantly more expensive and less portable than that of the 350D .,better
426-32,The 5D remote,that of the 350D,nan,"The 5D remote is larger than that of the 350D , and does not attach to the neck strap .",worse
426-32,that of the 350D,The 5D remote,nan,"The 5D remote is larger than that of the 350D , and does not attach to the neck strap .",better
426-33,the 5D remote,the 350D,nan,"However , the 5D remote uses RF signals which can easily cover 100 feet , unlike the IR signal on the 350D which could barely cover 10 feet for me .",better
426-33,the 350D,the 5D remote,nan,"However , the 5D remote uses RF signals which can easily cover 100 feet , unlike the IR signal on the 350D which could barely cover 10 feet for me .",worse
426-35,the 5D,the 30D,nan,"Conclusion Other than the full-frame sensor , most consumers would not notice or appreciate any feature difference between the 5D and the 30D .",same
426-35,the 30D,the 5D,nan,"Conclusion Other than the full-frame sensor , most consumers would not notice or appreciate any feature difference between the 5D and the 30D .",same
426-9,350D,5D,full-frame sensor,Selling points - In which I explain why I bought the 5D My main reason for me upgrading from 350D to 5D ( and skipping the 30D ) was the full-frame sensor .,worse
426-9,5D,350D,full-frame sensor,Selling points - In which I explain why I bought the 5D My main reason for me upgrading from 350D to 5D ( and skipping the 30D ) was the full-frame sensor .,better
428-12,"High quality , big , fast ( 300mm + ) lenses",super wide ( 16mm or less ) fast lenses,nan,"High quality , big , fast ( 300mm + ) lenses are more common than super wide ( 16mm or less ) fast lenses .",better
428-12,super wide ( 16mm or less ) fast lenses,"High quality , big , fast ( 300mm + ) lenses",nan,"High quality , big , fast ( 300mm + ) lenses are more common than super wide ( 16mm or less ) fast lenses .",worse
428-4,nan,the Pro Canon digitals,Quality,Quality is second only to the Pro Canon digitals ( along with weight & cost ) .,worse
428-4,the Pro Canon digitals,nan,Quality,Quality is second only to the Pro Canon digitals ( along with weight & cost ) .,better
428-5,Nothing,it,performance per buck,Nothing rivals it in performance per buck .,better
428-5,it,Nothing,performance per buck,Nothing rivals it in performance per buck .,worse
429-3,the 5d,the top of the line 1dsMKII,Image quality,"There are 3 main advantages to the 5d : Image quality - comparable to even to the top of the line 1dsMKII , the image quality of of the 5d is beautiful and pro level .",same
429-3,the top of the line 1dsMKII,the 5d,Image quality,"There are 3 main advantages to the 5d : Image quality - comparable to even to the top of the line 1dsMKII , the image quality of of the 5d is beautiful and pro level .",same
429-4,nan,previous cameras,screen,"Large LCD Screen - the screen is much larger than on previous cameras , including the 1dsMKII .",better
429-4,previous cameras,nan,screen,"Large LCD Screen - the screen is much larger than on previous cameras , including the 1dsMKII .",worse
429-7,it,the higher pro cameras,form factor,Form Factor - it has a smaller form factor than the higher pro cameras and is not very heavy .,worse
429-7,the higher pro cameras,it,form factor,Form Factor - it has a smaller form factor than the higher pro cameras and is not very heavy .,better
43-37,This,I had feared,get used to,"This was a lot easier to get used to than I had feared , though , and now is n't even an issue .",better
43-37,I had feared,This,get used to,"This was a lot easier to get used to than I had feared , though , and now is n't even an issue .",worse
43-42,my pictures,nan,nan,"UPDATE : Three months later , I am still absolutely amazed at how much better my pictures are .",better
43-42,nan,my pictures,nan,"UPDATE : Three months later , I am still absolutely amazed at how much better my pictures are .",worse
43-47,this lens,nan,use manual focus,"There 's no focusing help , like a focusing prism , on this lens to make it easier to use manual focus , either .",worse
43-47,nan,this lens,use manual focus,"There 's no focusing help , like a focusing prism , on this lens to make it easier to use manual focus , either .",better
431-2,the 5D,the 20D,nan,"Located somewhere between the EOS 20D and the EOS 1D , the 5D is likely to appeal to those looking for a step up from the 20D without the environmental sealing found in the professional models .",better
431-2,the 20D,the 5D,nan,"Located somewhere between the EOS 20D and the EOS 1D , the 5D is likely to appeal to those looking for a step up from the 20D without the environmental sealing found in the professional models .",worse
431-3,the 5D,the 20D,spot metering,"One noteworthy feature of the 5D is spot metering , a helpful feature missing in the 20D .",better
431-3,the 20D,the 5D,spot metering,"One noteworthy feature of the 5D is spot metering , a helpful feature missing in the 20D .",worse
431-4,The EOS 5D body,the EOS 20D,dimensions,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,same
431-4,the EOS 20D,The EOS 5D body,dimensions,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,same
431-4,The EOS 5D body,the EOS 20D,weight,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,same
431-4,the EOS 20D,The EOS 5D body,weight,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,same
431-4,The EOS 5D body,the EOS 20D,LCD view screen,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,better
431-4,the EOS 20D,The EOS 5D body,LCD view screen,The EOS 5D body is approximate in dimensions and weight to the EOS 20D while having a larger 2.5 '' LCD view screen .,worse
432-14,The EOS 5D,sub-1K cameras,price,The EOS 5D is closer in price to sub-1K cameras than it is to the 1DS II .,same
432-14,sub-1K cameras,The EOS 5D,price,The EOS 5D is closer in price to sub-1K cameras than it is to the 1DS II .,same
432-15,a full frame sensor,a 20D,shoot,"Who in his or her right mind would expect a full frame sensor to shoot as fast as a 20D which , admittedly , would be `` nice '' ?",worse
432-15,a 20D,a full frame sensor,shoot,"Who in his or her right mind would expect a full frame sensor to shoot as fast as a 20D which , admittedly , would be `` nice '' ?",better
432-20,the 5D,the 1DS,features,"Essentially the 7.9 seems to be saying that the 5D should have all the features of the 1DS , but for under three grand .",worse
432-20,the 1DS,the 5D,features,"Essentially the 7.9 seems to be saying that the 5D should have all the features of the 1DS , but for under three grand .",better
432-5,they,they,price,"You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",same
432-5,they,they,price,"You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",same
432-5,it,the 1Ds,price,"You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",better
432-5,the 1Ds,it,price,"You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",worse
432-5,it,Mark II N,"$ 1,000","You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",better
432-5,Mark II N,it,"$ 1,000","You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",worse
432-5,it,D2X,"$ 2,000","You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",better
432-5,D2X,it,"$ 2,000","You 're comparing it straight up with the 1Ds ( well over double the price , ) D2X ( $ 2,000 more ) , Mark II N ( not full frame but still $ 1,000 more ) , etc. as though they were all the same price .",worse
433-11,The optional grip,that on the 10D,nan,The optional grip seems well thought out but does n't seem as good a fit as that on the 10D ( slight gap visible ) .,worse
433-11,that on the 10D,The optional grip,nan,The optional grip seems well thought out but does n't seem as good a fit as that on the 10D ( slight gap visible ) .,better
433-3,nan,1Ds,Vewfinder,Vewfinder seems as good as 1Ds .,same
433-3,1Ds,nan,Vewfinder,Vewfinder seems as good as 1Ds .,same
433-43,the 1 series,nan,layout,Mode dial for TV/AV etc : I prefer the 1 series layout .,better
433-43,nan,the 1 series,layout,Mode dial for TV/AV etc : I prefer the 1 series layout .,worse
433-45,nan,a 1Ds,depreciation,Add in the lower depreciation and insurance costs in comparison to a 1Ds and it makes even more sense .,better
433-45,a 1Ds,nan,depreciation,Add in the lower depreciation and insurance costs in comparison to a 1Ds and it makes even more sense .,worse
433-45,nan,a 1Ds,insurance costs,Add in the lower depreciation and insurance costs in comparison to a 1Ds and it makes even more sense .,better
433-45,a 1Ds,nan,insurance costs,Add in the lower depreciation and insurance costs in comparison to a 1Ds and it makes even more sense .,worse
433-46,nan,a 10D,nan,In conclusion : a very worthwhile backup to a 1Ds and much better than a 10D .,better
433-46,a 10D,nan,nan,In conclusion : a very worthwhile backup to a 1Ds and much better than a 10D .,worse
433-47,It,the 1Ds,size,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",better
433-47,the 1Ds,It,size,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",worse
433-47,It,the 1Ds,weight,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",better
433-47,the 1Ds,It,weight,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",worse
433-47,It,the 1Ds,batteries,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",better
433-47,the 1Ds,It,batteries,"It even has some advantages over the 1Ds ( size , weight , batteries ) .",worse
433-5,nan,10D,nan,Much better than 10D .,better
433-5,10D,nan,nan,Much better than 10D .,worse
433-8,nan,10D,nan,Very similar to 10D .,same
433-8,10D,nan,nan,Very similar to 10D .,same
434-4,the 20D,5D,Continuous speed,"Compare the 20D , 5D 's Continuous speed is slow , also the syne speed .",better
434-4,5D,the 20D,Continuous speed,"Compare the 20D , 5D 's Continuous speed is slow , also the syne speed .",worse
434-4,the 20D,5D,syne speed,"Compare the 20D , 5D 's Continuous speed is slow , also the syne speed .",better
434-4,5D,the 20D,syne speed,"Compare the 20D , 5D 's Continuous speed is slow , also the syne speed .",worse
435-2,its,a DRebel,nan,"There are too many plusses to list , yes its considerably more expensive than a DRebel , but for what it offers compared to the 7000 $ 1DsMKII its a bargain !",worse
435-2,a DRebel,its,nan,"There are too many plusses to list , yes its considerably more expensive than a DRebel , but for what it offers compared to the 7000 $ 1DsMKII its a bargain !",better
435-2,it,the 7000 $ 1DsMKII,offers,"There are too many plusses to list , yes its considerably more expensive than a DRebel , but for what it offers compared to the 7000 $ 1DsMKII its a bargain !",better
435-2,the 7000 $ 1DsMKII,it,offers,"There are too many plusses to list , yes its considerably more expensive than a DRebel , but for what it offers compared to the 7000 $ 1DsMKII its a bargain !",worse
436-1,it,the nikon d200,nan,"This camera is an excellent bargain , and the only direct competition it has is the nikon d200 .",same
436-1,the nikon d200,it,nan,"This camera is an excellent bargain , and the only direct competition it has is the nikon d200 .",same
436-11,Autofocusing,the Canon 20d,nan,Autofocusing is very quick and better than the Canon 20d in a noticeable way .,better
436-11,the Canon 20d,Autofocusing,nan,Autofocusing is very quick and better than the Canon 20d in a noticeable way .,worse
